Incident_ID,State,District,Incident_Date,Pollution_Type,Pollution_Level_PPM,Trees_Destroyed,Area_Affected_Ha,Cause,Recovery_Status,Damage_Estimate_INR,Wildlife_Affected,River_or_Lake_Polluted,Govt_Response_Time_Days,NGOs_Involved,Rainfall_mm,Soil_Erosion_Level,Air_Quality_Index,Water_pH_Level,Green_Cover_Loss_Percent,Industrial_Area_Nearby,Is_Protected_Area
1760,Maharashtra,District_13,2021-10-17,Soil,350.9,33,78.46,Agricultural Runoff,Recovered,2563389,237,No,17,4,139.3,3.23,243,7.03,26.4,Yes,No
1761,Punjab,District_17,2013-12-28,Air,350.9,215,53.54,Urban Expansion,Recovered,1975996,292,No,120,7,139.3,3.23,80,7.03,26.4,Yes,Yes
1762,Gujarat,District_6,2021-10-29,Water,350.9,329,59.39,Agricultural Runoff,Recovered,3297483,66,Yes,46,2,139.3,3.23,151,7.03,26.4,Yes,Yes
1763,West Bengal,District_17,2022-03-07,Air,350.9,208,20.86,Deforestation,Recovered,1854975,186,No,55,1,139.3,3.23,113,7.03,26.4,Yes,Yes
1764,Punjab,District_16,2012-04-14,Air,350.9,365,29.45,Agricultural Runoff,Partially Recovered,4806256,35,Yes,50,0,139.3,3.23,395,7.03,26.4,Yes,No
1765,Karnataka,District_14,2012-07-20,Mixed,350.9,123,17.03,Deforestation,Recovered,967698,48,No,75,3,139.3,3.23,140,7.03,26.4,Yes,No
1766,Karnataka,District_13,2014-01-07,Soil,350.9,289,25.68,Industrial Waste,Recovered,2731714,255,No,11,1,139.3,3.23,299,7.03,26.4,No,Yes
1767,Karnataka,District_6,2021-05-11,Water,350.9,164,23.26,Agricultural Runoff,Partially Recovered,4429207,106,Yes,140,7,139.3,3.23,232,7.03,26.4,Yes,Yes
1768,Maharashtra,District_3,2020-05-22,Air,350.9,174,52.43,Deforestation,Partially Recovered,1537665,7,Yes,168,9,139.3,3.23,351,7.03,26.4,No,No
1769,Maharashtra,District_14,2016-05-16,Soil,350.9,495,56.71,Illegal Dumping,Partially Recovered,622026,235,No,48,8,139.3,3.23,329,7.03,26.4,No,Yes
1770,Odisha,District_14,2013-04-10,Soil,350.9,231,94.55,Urban Expansion,Unrecovered,1261955,177,Yes,121,9,139.3,3.23,254,7.03,26.4,No,No
1771,Odisha,District_15,2012-04-24,Mixed,350.9,100,20.36,Deforestation,Unrecovered,3242651,241,Yes,56,0,139.3,3.23,138,7.03,26.4,Yes,No
1772,Gujarat,District_8,2010-05-05,Mixed,350.9,176,64.53,Agricultural Runoff,Recovered,3991960,40,Yes,8,1,139.3,3.23,342,7.03,26.4,Yes,No
1773,West Bengal,District_15,2010-08-15,Mixed,350.9,456,81.91,Agricultural Runoff,Recovered,4607352,244,No,14,5,139.3,3.23,334,7.03,26.4,Yes,No
1774,Uttar Pradesh,District_13,2016-12-16,Water,350.9,216,56.46,Industrial Waste,Recovered,2023488,112,Yes,114,9,139.3,3.23,208,7.03,26.4,No,Yes
1775,Uttar Pradesh,District_17,2015-06-20,Air,350.9,291,26.25,Illegal Dumping,Recovered,1857634,255,Yes,54,6,139.3,3.23,179,7.03,26.4,No,No
1776,Punjab,District_3,2019-04-22,Mixed,350.9,74,26.99,Deforestation,Partially Recovered,198944,165,Yes,17,1,139.3,3.23,297,7.03,26.4,No,Yes
1777,Karnataka,District_6,2022-10-24,Mixed,350.9,385,4.89,Illegal Dumping,Unrecovered,1679023,77,Yes,173,7,139.3,3.23,189,7.03,26.4,No,Yes
1778,West Bengal,District_5,2012-10-15,Mixed,350.9,13,31.24,Industrial Waste,Partially Recovered,551090,206,Yes,133,9,139.3,3.23,238,7.03,26.4,Yes,Yes
1779,Kerala,District_17,2020-09-04,Air,350.9,166,74.72,Urban Expansion,Unrecovered,4482781,195,No,131,8,139.3,3.23,140,7.03,26.4,No,No
1780,Maharashtra,District_2,2015-08-24,Air,350.9,258,5.7,Illegal Dumping,Partially Recovered,687519,63,No,9,7,139.3,3.23,105,7.03,26.4,Yes,No
1781,Bihar,District_15,2019-03-04,Mixed,350.9,266,22.71,Industrial Waste,Recovered,427876,139,No,122,8,139.3,3.23,275,7.03,26.4,No,Yes
1782,Tamil Nadu,District_5,2010-02-19,Mixed,350.9,244,70.92,Deforestation,Unrecovered,3805195,41,No,114,5,139.3,3.23,383,7.03,26.4,Yes,No
1783,Gujarat,District_20,2018-05-28,Soil,350.9,315,78.48,Urban Expansion,Recovered,3895665,208,No,20,6,139.3,3.23,376,7.03,26.4,No,No
1784,Karnataka,District_6,2017-10-04,Mixed,350.9,375,46.08,Agricultural Runoff,Unrecovered,4226811,72,Yes,83,5,139.3,3.23,214,7.03,26.4,Yes,No
1785,Karnataka,District_6,2020-01-16,Water,350.9,479,70.11,Industrial Waste,Unrecovered,4406436,152,Yes,21,6,139.3,3.23,85,7.03,26.4,No,No
1786,Karnataka,District_18,2010-06-13,Water,350.9,404,39.41,Agricultural Runoff,Recovered,356415,134,No,33,2,139.3,3.23,379,7.03,26.4,Yes,No
1787,Maharashtra,District_18,2021-03-27,Mixed,350.9,83,16.83,Urban Expansion,Recovered,2265899,263,Yes,133,3,139.3,3.23,78,7.03,26.4,Yes,Yes
1788,Maharashtra,District_4,2013-02-20,Air,350.9,196,40.42,Industrial Waste,Recovered,385631,215,Yes,152,8,139.3,3.23,129,7.03,26.4,Yes,No
1789,Tamil Nadu,District_17,2019-10-01,Soil,350.9,71,58.42,Industrial Waste,Partially Recovered,1728478,208,Yes,26,2,139.3,3.23,218,7.03,26.4,No,No
1790,Kerala,District_14,2022-06-01,Air,350.9,346,94.86,Urban Expansion,Unrecovered,1906415,203,No,108,1,139.3,3.23,82,7.03,26.4,Yes,Yes
1791,West Bengal,District_14,2017-05-10,Mixed,350.9,173,7.81,Deforestation,Unrecovered,4782413,109,Yes,89,6,139.3,3.23,142,7.03,26.4,Yes,No
1792,Karnataka,District_13,2015-10-30,Water,350.9,65,51.23,Industrial Waste,Unrecovered,307834,30,Yes,92,5,139.3,3.23,161,7.03,26.4,Yes,Yes
1793,Uttar Pradesh,District_7,2010-06-03,Soil,350.9,120,33.56,Urban Expansion,Recovered,2638094,11,No,33,2,139.3,3.23,258,7.03,26.4,Yes,Yes
1794,Odisha,District_12,2015-06-20,Air,350.9,227,51.32,Illegal Dumping,Unrecovered,470773,126,No,18,5,139.3,3.23,243,7.03,26.4,Yes,No
1795,Uttar Pradesh,District_15,2018-03-17,Air,350.9,249,3.37,Agricultural Runoff,Unrecovered,4945208,193,Yes,18,6,139.3,3.23,313,7.03,26.4,No,Yes
1796,Punjab,District_19,2011-01-28,Mixed,350.9,30,31.99,Industrial Waste,Recovered,1408984,139,Yes,166,5,139.3,3.23,296,7.03,26.4,Yes,Yes
1797,Uttar Pradesh,District_11,2016-08-30,Soil,350.9,150,82.17,Illegal Dumping,Recovered,2921030,26,No,33,0,139.3,3.23,167,7.03,26.4,No,No
1798,Punjab,District_15,2023-02-15,Water,350.9,274,55.84,Industrial Waste,Unrecovered,1631348,45,No,27,0,139.3,3.23,277,7.03,26.4,Yes,Yes
1799,Bihar,District_12,2012-12-16,Mixed,350.9,148,45.61,Deforestation,Partially Recovered,4772670,134,Yes,49,8,139.3,3.23,58,7.03,26.4,No,No
1800,Odisha,District_3,2022-05-29,Soil,350.9,468,29.27,Urban Expansion,Recovered,533259,57,Yes,178,5,139.3,3.23,248,7.03,26.4,No,Yes
1801,Uttar Pradesh,District_17,2022-12-21,Air,350.9,79,30.51,Industrial Waste,Partially Recovered,2493394,12,No,143,1,139.3,3.23,326,7.03,26.4,No,No
1802,Bihar,District_3,2019-12-01,Mixed,350.9,394,38.93,Urban Expansion,Partially Recovered,84745,99,Yes,108,0,139.3,3.23,178,7.03,26.4,No,Yes
1803,Gujarat,District_19,2011-04-03,Air,350.9,127,83.72,Industrial Waste,Partially Recovered,3630203,48,No,68,1,139.3,3.23,351,7.03,26.4,No,No
1804,West Bengal,District_20,2010-09-23,Air,350.9,207,96.75,Deforestation,Partially Recovered,3332287,290,No,99,7,139.3,3.23,111,7.03,26.4,No,No
1805,Bihar,District_4,2016-12-04,Mixed,350.9,214,44.43,Deforestation,Recovered,1782612,93,No,19,4,139.3,3.23,51,7.03,26.4,Yes,Yes
1806,West Bengal,District_3,2011-06-28,Mixed,350.9,223,39.94,Illegal Dumping,Unrecovered,2118873,94,Yes,25,6,139.3,3.23,380,7.03,26.4,Yes,Yes
1807,Uttar Pradesh,District_16,2011-09-25,Mixed,350.9,65,84.81,Deforestation,Unrecovered,3551531,144,Yes,104,6,139.3,3.23,221,7.03,26.4,Yes,No
1808,Kerala,District_12,2017-01-03,Mixed,350.9,296,43.26,Urban Expansion,Recovered,2670877,71,No,76,1,139.3,3.23,294,7.03,26.4,Yes,Yes
1809,Bihar,District_8,2018-11-27,Mixed,350.9,479,55.65,Deforestation,Recovered,4354365,9,No,76,3,139.3,3.23,137,7.03,26.4,No,Yes
1810,Odisha,District_17,2022-02-28,Air,350.9,302,23.86,Industrial Waste,Partially Recovered,3843814,161,No,106,1,139.3,3.23,132,7.03,26.4,No,Yes
1811,Uttar Pradesh,District_7,2018-10-12,Water,350.9,184,74.61,Deforestation,Partially Recovered,2973421,213,No,153,6,139.3,3.23,54,7.03,26.4,No,No
1812,Karnataka,District_11,2018-03-25,Water,350.9,356,53.67,Urban Expansion,Recovered,1681079,3,Yes,33,4,139.3,3.23,398,7.03,26.4,Yes,No
1813,Maharashtra,District_18,2017-10-04,Mixed,350.9,379,81.09,Industrial Waste,Unrecovered,3983328,223,No,37,0,139.3,3.23,88,7.03,26.4,Yes,No
1814,Bihar,District_1,2012-12-12,Air,350.9,471,78.29,Illegal Dumping,Partially Recovered,4137901,28,No,92,1,139.3,3.23,371,7.03,26.4,No,Yes
1815,Odisha,District_3,2016-05-20,Water,350.9,137,22.29,Illegal Dumping,Recovered,2471410,202,No,124,5,139.3,3.23,350,7.03,26.4,Yes,Yes
1816,Gujarat,District_4,2015-01-10,Water,350.9,440,71.85,Illegal Dumping,Recovered,3822143,76,Yes,43,3,139.3,3.23,124,7.03,26.4,No,Yes
1817,Karnataka,District_13,2013-07-27,Water,350.9,387,80.21,Industrial Waste,Recovered,4949393,58,No,126,6,139.3,3.23,150,7.03,26.4,No,No
1818,Gujarat,District_6,2022-04-23,Air,350.9,334,35.26,Illegal Dumping,Partially Recovered,202888,195,No,9,1,139.3,3.23,190,7.03,26.4,Yes,No
1819,Uttar Pradesh,District_14,2020-03-11,Mixed,350.9,451,18.09,Deforestation,Recovered,3444738,106,No,14,1,139.3,3.23,142,7.03,26.4,No,No
1820,Maharashtra,District_5,2021-01-04,Mixed,350.9,301,1.26,Industrial Waste,Unrecovered,4991728,8,No,131,5,139.3,3.23,168,7.03,26.4,Yes,No
1821,Bihar,District_16,2023-01-03,Mixed,350.9,297,45.64,Industrial Waste,Recovered,3609226,19,No,69,7,139.3,3.23,337,7.03,26.4,Yes,Yes
1822,Bihar,District_15,2014-02-14,Soil,350.9,235,35.89,Industrial Waste,Partially Recovered,2341038,148,Yes,26,0,139.3,3.23,158,7.03,26.4,Yes,Yes
1823,Kerala,District_15,2021-04-10,Soil,350.9,73,55.94,Agricultural Runoff,Unrecovered,3208566,16,Yes,127,4,139.3,3.23,92,7.03,26.4,Yes,Yes
1824,Kerala,District_4,2018-11-26,Soil,350.9,464,19.62,Urban Expansion,Unrecovered,4201807,11,Yes,53,0,139.3,3.23,185,7.03,26.4,No,No
1825,Uttar Pradesh,District_8,2021-09-21,Air,350.9,435,86.11,Agricultural Runoff,Recovered,289709,81,No,41,5,139.3,3.23,379,7.03,26.4,No,Yes
1826,Uttar Pradesh,District_16,2017-11-07,Water,350.9,57,26.52,Agricultural Runoff,Recovered,962337,66,No,82,6,139.3,3.23,266,7.03,26.4,No,Yes
1827,Maharashtra,District_16,2013-07-05,Water,350.9,211,23.42,Agricultural Runoff,Unrecovered,2269504,132,Yes,102,5,139.3,3.23,205,7.03,26.4,No,No
1828,Kerala,District_4,2014-01-03,Air,350.9,346,48.59,Urban Expansion,Recovered,2806890,52,No,21,8,139.3,3.23,88,7.03,26.4,Yes,No
1829,Odisha,District_13,2019-09-07,Air,350.9,423,50.39,Agricultural Runoff,Partially Recovered,947017,205,Yes,121,2,139.3,3.23,331,7.03,26.4,Yes,Yes
1830,Odisha,District_13,2019-08-12,Mixed,350.9,414,22.29,Illegal Dumping,Unrecovered,927658,232,No,39,7,139.3,3.23,377,7.03,26.4,No,No
1831,Maharashtra,District_2,2012-01-28,Mixed,350.9,69,27.91,Industrial Waste,Recovered,1940806,53,Yes,151,2,139.3,3.23,75,7.03,26.4,Yes,Yes
1832,Odisha,District_3,2019-09-15,Soil,350.9,406,17.8,Industrial Waste,Unrecovered,3577078,67,Yes,69,6,139.3,3.23,81,7.03,26.4,Yes,Yes
1833,Punjab,District_8,2010-10-02,Soil,350.9,266,72.13,Deforestation,Recovered,2893412,290,No,75,4,139.3,3.23,95,7.03,26.4,No,No
1834,West Bengal,District_15,2019-08-25,Air,350.9,74,77.24,Illegal Dumping,Recovered,3788066,168,No,157,0,139.3,3.23,205,7.03,26.4,No,No
1835,Maharashtra,District_11,2022-11-08,Soil,350.9,248,46.77,Urban Expansion,Partially Recovered,1720230,160,Yes,62,3,139.3,3.23,293,7.03,26.4,Yes,Yes
1836,Maharashtra,District_9,2012-03-22,Water,350.9,298,71.69,Industrial Waste,Recovered,4476022,14,Yes,45,8,139.3,3.23,84,7.03,26.4,No,No
1837,Tamil Nadu,District_7,2015-01-12,Air,350.9,47,73.86,Agricultural Runoff,Recovered,3190911,190,No,27,7,139.3,3.23,327,7.03,26.4,Yes,No
1838,Karnataka,District_13,2016-01-15,Air,350.9,34,14.69,Deforestation,Recovered,1762683,14,Yes,116,2,139.3,3.23,291,7.03,26.4,Yes,Yes
1839,Karnataka,District_2,2014-11-23,Water,350.9,419,96.65,Deforestation,Partially Recovered,1387326,286,No,162,1,139.3,3.23,308,7.03,26.4,No,Yes
1840,Punjab,District_8,2013-05-27,Mixed,350.9,470,82.28,Industrial Waste,Recovered,2256862,9,Yes,142,8,139.3,3.23,95,7.03,26.4,No,Yes
1841,Kerala,District_7,2012-05-19,Mixed,350.9,68,21.24,Illegal Dumping,Recovered,1499345,56,No,41,0,139.3,3.23,286,7.03,26.4,No,No
1842,Uttar Pradesh,District_12,2015-03-25,Water,350.9,485,19.43,Deforestation,Recovered,2778818,198,No,106,8,139.3,3.23,57,7.03,26.4,Yes,No
1843,Uttar Pradesh,District_19,2014-01-02,Water,350.9,426,13.44,Industrial Waste,Unrecovered,904803,160,No,74,6,139.3,3.23,309,7.03,26.4,No,No
1844,Gujarat,District_7,2017-07-29,Soil,350.9,366,14.7,Illegal Dumping,Partially Recovered,4194633,262,Yes,60,1,139.3,3.23,320,7.03,26.4,No,Yes
1845,Punjab,District_10,2015-03-22,Air,350.9,392,75.07,Industrial Waste,Unrecovered,1240990,252,No,42,4,139.3,3.23,93,7.03,26.4,No,No
1846,Maharashtra,District_16,2021-12-30,Soil,350.9,306,47.5,Industrial Waste,Partially Recovered,3187871,118,No,122,1,139.3,3.23,287,7.03,26.4,No,Yes
1847,Punjab,District_3,2018-07-10,Water,350.9,167,78.51,Illegal Dumping,Partially Recovered,2229104,79,No,179,4,139.3,3.23,216,7.03,26.4,Yes,No
1848,Punjab,District_10,2020-01-19,Soil,350.9,66,74.88,Illegal Dumping,Unrecovered,1379134,123,Yes,11,6,139.3,3.23,125,7.03,26.4,No,Yes
1849,Punjab,District_6,2012-02-10,Water,350.9,442,60.86,Illegal Dumping,Partially Recovered,3901390,71,No,163,4,139.3,3.23,206,7.03,26.4,Yes,No
1850,Karnataka,District_18,2020-01-14,Soil,350.9,57,68.95,Industrial Waste,Partially Recovered,821147,167,No,147,1,139.3,3.23,250,7.03,26.4,No,Yes
1851,Punjab,District_18,2017-10-02,Soil,350.9,337,2.82,Deforestation,Unrecovered,4975866,283,No,118,4,139.3,3.23,283,7.03,26.4,No,Yes
1852,West Bengal,District_5,2018-04-15,Mixed,350.9,442,31.87,Urban Expansion,Recovered,3232576,35,No,65,9,139.3,3.23,281,7.03,26.4,No,Yes
1853,Uttar Pradesh,District_7,2021-02-18,Water,350.9,440,64.14,Urban Expansion,Partially Recovered,1537682,174,No,47,5,139.3,3.23,261,7.03,26.4,Yes,Yes
1854,Gujarat,District_2,2010-12-06,Soil,350.9,65,1.93,Industrial Waste,Unrecovered,1727563,198,Yes,14,4,139.3,3.23,203,7.03,26.4,No,No
1855,West Bengal,District_11,2012-01-21,Air,350.9,74,4.26,Industrial Waste,Partially Recovered,240721,115,No,67,1,139.3,3.23,262,7.03,26.4,No,No
1856,Gujarat,District_13,2017-08-26,Soil,350.9,277,85.34,Deforestation,Unrecovered,235366,219,No,109,5,139.3,3.23,136,7.03,26.4,No,No
1857,Tamil Nadu,District_5,2017-05-14,Soil,350.9,78,68.72,Illegal Dumping,Recovered,3196137,65,Yes,160,5,139.3,3.23,67,7.03,26.4,Yes,No
1858,Gujarat,District_6,2016-07-22,Air,350.9,225,27.27,Industrial Waste,Partially Recovered,268329,264,Yes,10,1,139.3,3.23,240,7.03,26.4,No,No
1859,Uttar Pradesh,District_14,2018-11-12,Water,350.9,399,69.11,Agricultural Runoff,Recovered,4560470,133,Yes,124,3,139.3,3.23,357,7.03,26.4,No,Yes
1860,Uttar Pradesh,District_12,2017-04-03,Mixed,350.9,98,79.45,Illegal Dumping,Recovered,116948,118,Yes,17,6,139.3,3.23,103,7.03,26.4,Yes,No
1861,Punjab,District_4,2019-08-12,Mixed,350.9,458,31.37,Industrial Waste,Unrecovered,552750,121,No,168,0,139.3,3.23,265,7.03,26.4,Yes,No
1862,Bihar,District_6,2016-04-26,Mixed,350.9,290,4.57,Agricultural Runoff,Partially Recovered,4293603,86,Yes,143,0,139.3,3.23,91,7.03,26.4,Yes,Yes
1863,Tamil Nadu,District_10,2019-10-03,Air,350.9,266,93.35,Deforestation,Partially Recovered,2005143,288,No,97,5,139.3,3.23,398,7.03,26.4,Yes,No
1864,Maharashtra,District_18,2019-01-25,Soil,350.9,169,35.17,Agricultural Runoff,Partially Recovered,1819390,136,Yes,167,6,139.3,3.23,279,7.03,26.4,No,No
1865,Odisha,District_15,2019-07-26,Water,350.9,499,11.54,Industrial Waste,Partially Recovered,4548721,52,Yes,57,4,139.3,3.23,279,7.03,26.4,No,No
1866,Gujarat,District_8,2022-05-24,Soil,350.9,243,49.69,Urban Expansion,Partially Recovered,3135552,204,No,138,9,139.3,3.23,231,7.03,26.4,Yes,Yes
1867,Bihar,District_9,2015-11-15,Mixed,350.9,140,77.08,Industrial Waste,Unrecovered,523622,50,Yes,71,7,139.3,3.23,190,7.03,26.4,Yes,Yes
1868,Punjab,District_5,2014-06-26,Soil,350.9,58,22.94,Urban Expansion,Partially Recovered,695644,39,Yes,97,3,139.3,3.23,337,7.03,26.4,Yes,No
1869,Karnataka,District_10,2016-12-12,Air,350.9,156,27.68,Deforestation,Recovered,1670828,249,No,17,2,139.3,3.23,388,7.03,26.4,Yes,Yes
1870,Maharashtra,District_20,2020-02-24,Air,350.9,325,25.03,Deforestation,Recovered,467212,217,Yes,76,6,139.3,3.23,386,7.03,26.4,No,No
1871,Kerala,District_6,2010-02-09,Water,350.9,422,99.18,Illegal Dumping,Partially Recovered,3484119,178,Yes,17,3,139.3,3.23,371,7.03,26.4,Yes,Yes
1872,Bihar,District_16,2019-06-21,Water,350.9,443,20.54,Illegal Dumping,Unrecovered,285850,38,Yes,111,0,139.3,3.23,131,7.03,26.4,Yes,Yes
1873,Karnataka,District_3,2017-03-14,Mixed,350.9,11,57.98,Urban Expansion,Unrecovered,545212,182,No,120,7,139.3,3.23,216,7.03,26.4,No,No
1874,Tamil Nadu,District_10,2021-07-17,Water,350.9,338,92.6,Urban Expansion,Partially Recovered,1563169,223,No,144,4,139.3,3.23,383,7.03,26.4,No,Yes
1875,Punjab,District_11,2014-09-29,Soil,350.9,449,15.54,Deforestation,Recovered,2525800,163,No,119,7,139.3,3.23,103,7.03,26.4,Yes,No
1876,Maharashtra,District_11,2015-01-12,Air,350.9,154,97.11,Agricultural Runoff,Partially Recovered,3784764,233,No,78,7,139.3,3.23,122,7.03,26.4,Yes,Yes
1877,Maharashtra,District_17,2019-05-21,Air,350.9,453,94.8,Urban Expansion,Partially Recovered,1779186,192,No,3,4,139.3,3.23,262,7.03,26.4,Yes,No
1878,Maharashtra,District_4,2013-12-15,Air,350.9,375,88.57,Urban Expansion,Partially Recovered,4861732,84,Yes,108,7,139.3,3.23,220,7.03,26.4,No,Yes
1879,Tamil Nadu,District_4,2010-07-09,Water,350.9,429,22.24,Agricultural Runoff,Unrecovered,1622791,242,No,51,6,139.3,3.23,319,7.03,26.4,No,No
1880,Gujarat,District_17,2013-01-25,Air,350.9,70,63.77,Illegal Dumping,Unrecovered,3619286,172,Yes,114,2,139.3,3.23,268,7.03,26.4,No,No
1881,Kerala,District_9,2015-02-27,Air,350.9,282,76.33,Illegal Dumping,Recovered,2998732,36,No,94,3,139.3,3.23,185,7.03,26.4,Yes,No
1882,Tamil Nadu,District_19,2010-11-25,Air,350.9,58,98.62,Urban Expansion,Recovered,2380979,86,Yes,174,6,139.3,3.23,84,7.03,26.4,Yes,No
1883,Odisha,District_5,2017-12-09,Mixed,350.9,341,18.86,Illegal Dumping,Partially Recovered,2230183,128,No,116,3,139.3,3.23,195,7.03,26.4,No,Yes
1884,Kerala,District_6,2020-11-28,Mixed,350.9,453,76.84,Illegal Dumping,Recovered,2454447,193,No,105,5,139.3,3.23,232,7.03,26.4,No,No
1885,Uttar Pradesh,District_3,2015-01-13,Water,350.9,413,34.54,Illegal Dumping,Partially Recovered,1225322,42,Yes,99,1,139.3,3.23,127,7.03,26.4,No,Yes
1886,Punjab,District_1,2020-06-02,Air,350.9,443,18.39,Deforestation,Recovered,586991,158,Yes,154,1,139.3,3.23,357,7.03,26.4,Yes,Yes
1887,Tamil Nadu,District_20,2014-07-07,Water,350.9,140,42.72,Industrial Waste,Partially Recovered,1903818,104,Yes,76,2,139.3,3.23,302,7.03,26.4,No,No
1888,Karnataka,District_16,2014-04-08,Air,350.9,52,79.59,Urban Expansion,Unrecovered,882409,228,Yes,159,9,139.3,3.23,377,7.03,26.4,No,No
1889,Kerala,District_11,2010-11-30,Air,350.9,66,47.02,Urban Expansion,Partially Recovered,3822205,216,No,81,6,139.3,3.23,285,7.03,26.4,No,No
1890,Odisha,District_13,2019-01-24,Air,350.9,59,54.21,Deforestation,Unrecovered,2095503,263,Yes,72,2,139.3,3.23,371,7.03,26.4,Yes,No
1891,Uttar Pradesh,District_10,2017-07-14,Water,350.9,461,99.52,Industrial Waste,Unrecovered,871316,48,Yes,147,2,139.3,3.23,386,7.03,26.4,No,Yes
1892,Gujarat,District_3,2019-09-18,Water,350.9,474,40.51,Industrial Waste,Recovered,2695327,122,No,143,3,139.3,3.23,126,7.03,26.4,Yes,No
1893,Karnataka,District_9,2012-11-25,Air,350.9,187,61.92,Deforestation,Recovered,1376261,24,Yes,111,9,139.3,3.23,122,7.03,26.4,Yes,No
1894,Kerala,District_12,2017-07-22,Soil,350.9,302,37.16,Agricultural Runoff,Unrecovered,3226553,130,Yes,58,5,139.3,3.23,76,7.03,26.4,Yes,No
1895,Punjab,District_14,2020-04-29,Water,350.9,55,39.89,Agricultural Runoff,Partially Recovered,3956070,223,Yes,78,0,139.3,3.23,87,7.03,26.4,No,No
1896,Karnataka,District_1,2011-03-25,Mixed,350.9,179,69.87,Industrial Waste,Partially Recovered,1942527,98,No,158,5,139.3,3.23,303,7.03,26.4,Yes,Yes
1897,Uttar Pradesh,District_18,2010-09-26,Water,350.9,280,93.85,Agricultural Runoff,Recovered,4371552,289,Yes,48,7,139.3,3.23,135,7.03,26.4,No,Yes
1898,Karnataka,District_17,2022-11-17,Air,350.9,426,54.69,Agricultural Runoff,Partially Recovered,171361,196,No,56,7,139.3,3.23,80,7.03,26.4,Yes,Yes
1899,West Bengal,District_9,2017-04-30,Soil,350.9,345,77.07,Agricultural Runoff,Partially Recovered,4123643,108,Yes,42,5,139.3,3.23,254,7.03,26.4,Yes,No
1900,Bihar,District_9,2016-02-06,Air,350.9,148,9.83,Industrial Waste,Partially Recovered,3136919,219,No,24,5,139.3,3.23,242,7.03,26.4,Yes,Yes
1901,Gujarat,District_10,2013-02-20,Mixed,350.9,256,21.9,Agricultural Runoff,Unrecovered,4142858,263,No,110,2,139.3,3.23,279,7.03,26.4,No,No
1902,Uttar Pradesh,District_19,2012-07-09,Water,350.9,157,50.71,Urban Expansion,Unrecovered,2216489,207,Yes,52,1,139.3,3.23,230,7.03,26.4,No,Yes
1903,Karnataka,District_15,2011-10-30,Water,350.9,239,2.98,Industrial Waste,Partially Recovered,3121027,81,Yes,171,6,139.3,3.23,294,7.03,26.4,No,No
1904,Bihar,District_5,2013-10-14,Air,350.9,289,26.03,Deforestation,Recovered,2383079,24,Yes,34,7,139.3,3.23,89,7.03,26.4,No,Yes
1905,Bihar,District_15,2013-06-07,Air,350.9,134,52.22,Agricultural Runoff,Partially Recovered,2282386,185,Yes,3,9,139.3,3.23,378,7.03,26.4,Yes,No
1906,Karnataka,District_20,2022-08-16,Mixed,350.9,201,2.48,Illegal Dumping,Recovered,963253,7,Yes,68,5,139.3,3.23,206,7.03,26.4,Yes,No
1907,Punjab,District_2,2023-03-02,Soil,350.9,383,27.19,Industrial Waste,Unrecovered,2868881,123,Yes,139,4,139.3,3.23,217,7.03,26.4,Yes,Yes
1908,West Bengal,District_13,2012-09-18,Mixed,350.9,89,51.89,Deforestation,Partially Recovered,1455346,148,No,141,3,139.3,3.23,207,7.03,26.4,Yes,No
1909,Tamil Nadu,District_16,2011-08-10,Soil,350.9,103,57.74,Urban Expansion,Partially Recovered,2102432,97,No,50,0,139.3,3.23,179,7.03,26.4,Yes,Yes
1910,West Bengal,District_15,2019-08-11,Water,350.9,235,92.65,Deforestation,Recovered,4131800,215,Yes,82,8,139.3,3.23,131,7.03,26.4,No,Yes
1911,Karnataka,District_10,2015-12-29,Soil,350.9,74,64.89,Agricultural Runoff,Recovered,3436645,100,No,19,9,139.3,3.23,205,7.03,26.4,Yes,Yes
1912,Gujarat,District_14,2014-01-09,Soil,350.9,97,42.06,Illegal Dumping,Partially Recovered,4671214,217,Yes,44,3,139.3,3.23,224,7.03,26.4,No,No
1913,Tamil Nadu,District_10,2013-12-16,Water,350.9,97,93.1,Agricultural Runoff,Partially Recovered,4139782,258,Yes,161,1,139.3,3.23,337,7.03,26.4,No,Yes
1914,Uttar Pradesh,District_14,2016-11-08,Water,350.9,210,78.7,Deforestation,Recovered,3145073,10,No,166,3,139.3,3.23,137,7.03,26.4,No,No
1915,West Bengal,District_9,2022-11-26,Water,350.9,223,20.8,Industrial Waste,Unrecovered,187367,58,Yes,3,4,139.3,3.23,151,7.03,26.4,Yes,No
1916,Karnataka,District_14,2012-04-30,Mixed,350.9,213,13.95,Illegal Dumping,Recovered,695691,249,No,113,1,139.3,3.23,297,7.03,26.4,No,Yes
1917,West Bengal,District_3,2014-07-27,Water,350.9,410,67.91,Illegal Dumping,Partially Recovered,4662397,139,Yes,65,6,139.3,3.23,255,7.03,26.4,No,Yes
1918,Tamil Nadu,District_20,2018-11-02,Air,350.9,391,56.43,Deforestation,Unrecovered,636305,37,No,163,2,139.3,3.23,138,7.03,26.4,No,No
1919,Odisha,District_16,2016-05-31,Water,350.9,98,79.18,Agricultural Runoff,Unrecovered,2485476,121,Yes,164,7,139.3,3.23,394,7.03,26.4,No,No
1920,Kerala,District_2,2011-07-08,Water,350.9,485,74.14,Deforestation,Unrecovered,2084276,64,No,166,3,139.3,3.23,337,7.03,26.4,Yes,Yes
